,Date.Day,Date.Month,Date.Year,Data.Cases,Data.Deaths,Location.Country,Location.Code,Data.Population,Location.Continent,Data.Rate
47047,5,10,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,70.69173169
47053,5,10,2020,34901,400,United_States_of_America,USA,329064917,America,186.294852
47054,5,10,2020,0,0,United_States_Virgin_Islands,VIR,104579,America,49.72317578
47055,5,10,2020,23,0,Uruguay,URY,3461731,America,6.58630032
47057,5,10,2020,1614,10,Venezuela,VEN,28515829,America,41.30337575
47068,6,10,2020,0,0,Anguilla,AIA,14872,America,0.0
47069,6,10,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,11.32677753
47070,6,10,2020,11242,450,Argentina,ARG,44780675,America,378.6923712
47072,6,10,2020,0,0,Aruba,ABW,106310,America,462.7974791
47076,6,10,2020,150,4,Bahamas,BHS,389486,America,292.9501959
47079,6,10,2020,1,0,Barbados,BRB,287021,America,3.83247219
47082,6,10,2020,8,0,Belize,BLZ,390351,America,145.7662463
47084,6,10,2020,0,0,Bermuda,BMU,62508,America,1.59979523
47086,6,10,2020,239,28,Bolivia,BOL,11513102,America,53.16551525
47087,6,10,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,261.7095793
47090,6,10,2020,11946,323,Brazil,BRA,211049519,America,174.9196121
47091,6,10,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
47098,6,10,2020,2804,23,Canada,CAN,37411038,America,62.93597093
47100,6,10,2020,0,0,Cayman_Islands,CYM,64948,America,4.61907988
47103,6,10,2020,1567,58,Chile,CHL,18952035,America,128.1023384
47105,6,10,2020,7106,132,Colombia,COL,50339443,America,182.2090086
47108,6,10,2020,1947,37,Costa_Rica,CRI,5047561,America,307.6139149
47111,6,10,2020,36,1,Cuba,CUB,11333484,America,6.21168213
47112,6,10,2020,0,0,Curasao,CUW,163423,America,104.0245253
47118,6,10,2020,0,0,Dominica,DMA,71808,America,9.74821747
47119,6,10,2020,574,10,Dominican_Republic,DOM,10738957,America,58.39487019
47120,6,10,2020,305,34,Ecuador,ECU,17373657,America,84.19643602
47122,6,10,2020,193,6,El_Salvador,SLV,6453550,America,28.58891618
47128,6,10,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
47141,6,10,2020,0,0,Greenland,GRL,56660,America,0.0
47142,6,10,2020,0,0,Grenada,GRD,112002,America,0.0
47144,6,10,2020,219,9,Guatemala,GTM,17581476,America,48.35202687
47148,6,10,2020,95,3,Guyana,GUY,782775,America,100.4119958
47149,6,10,2020,0,0,Haiti,HTI,11263079,America,1.73132054
47151,6,10,2020,391,11,Honduras,HND,9746115,America,81.51966194
47162,6,10,2020,117,0,Jamaica,JAM,2948277,America,64.10523842
47188,6,10,2020,5247,180,Mexico,MEX,127575529,America,48.25141662
47193,6,10,2020,0,0,Montserrat,MSF,4991,America,0.0
47202,6,10,2020,0,0,Nicaragua,NIC,6545503,America,3.19303192
47211,6,10,2020,633,7,Panama,PAN,4246440,America,214.5090947
47213,6,10,2020,533,18,Paraguay,PRY,7044639,America,148.4107277
47214,6,10,2020,1830,92,Peru,PER,32510462,America,175.644997
47218,6,10,2020,630,9,Puerto_Rico,PRI,2933404,America,300.9813855
47223,6,10,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,0.0
47224,6,10,2020,0,0,Saint_Lucia,LCA,182795,America,0.0
47225,6,10,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
47234,6,10,2020,7,0,Sint_Maarten,SXM,42389,America,224.1147468
47244,6,10,2020,13,0,Suriname,SUR,581363,America,36.81004811
47253,6,10,2020,4,1,Trinidad_and_Tobago,TTO,1394969,America,58.92604065
47256,6,10,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,70.69173169
47262,6,10,2020,40705,398,United_States_of_America,USA,329064917,America,182.5120118
47263,6,10,2020,0,0,United_States_Virgin_Islands,VIR,104579,America,49.72317578
47264,6,10,2020,10,0,Uruguay,URY,3461731,America,6.58630032
47266,6,10,2020,683,5,Venezuela,VEN,28515829,America,40.93866603
47277,7,10,2020,0,0,Anguilla,AIA,14872,America,0.0
47278,7,10,2020,1,0,Antigua_and_Barbuda,ATG,97115,America,12.35648458
47279,7,10,2020,14740,359,Argentina,ARG,44780675,America,384.7507882
47281,7,10,2020,15,1,Aruba,ABW,106310,America,403.5368263
47285,7,10,2020,0,0,Bahamas,BHS,389486,America,280.3695126
47288,7,10,2020,0,0,Barbados,BRB,287021,America,3.83247219
47291,7,10,2020,39,4,Belize,BLZ,390351,America,147.0471448
47293,7,10,2020,0,0,Bermuda,BMU,62508,America,1.59979523
47295,7,10,2020,361,27,Bolivia,BOL,11513102,America,52.24482507
47296,7,10,2020,17,1,"Bonaire, Saint Eustatius and Saba",BES,25983,America,296.3476119
47299,7,10,2020,41906,819,Brazil,BRA,211049519,America,178.885506
47300,7,10,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
47307,7,10,2020,2363,26,Canada,CAN,37411038,America,65.91637473
47309,7,10,2020,0,0,Cayman_Islands,CYM,64948,America,4.61907988
47312,7,10,2020,1560,33,Chile,CHL,18952035,America,130.7669599
47314,7,10,2020,7650,173,Colombia,COL,50339443,America,183.2976181
47317,7,10,2020,1013,17,Costa_Rica,CRI,5047561,America,306.1478603
47320,7,10,2020,38,0,Cuba,CUB,11333484,America,5.83227541
47321,7,10,2020,10,0,Curasao,CUW,163423,America,104.6364343
47327,7,10,2020,0,0,Dominica,DMA,71808,America,9.74821747
47328,7,10,2020,317,5,Dominican_Republic,DOM,10738957,America,56.82116057
47329,7,10,2020,717,21,Ecuador,ECU,17373657,America,82.95893029
47331,7,10,2020,94,4,El_Salvador,SLV,6453550,America,27.62820463
47337,7,10,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
47350,7,10,2020,0,0,Greenland,GRL,56660,America,0.0
47351,7,10,2020,0,0,Grenada,GRD,112002,America,0.0
47353,7,10,2020,688,8,Guatemala,GTM,17581476,America,46.9073245
47357,7,10,2020,0,2,Guyana,GUY,782775,America,95.94072371
47358,7,10,2020,19,0,Haiti,HTI,11263079,America,1.82010621
47360,7,10,2020,642,14,Honduras,HND,9746115,America,85.73672689
47371,7,10,2020,97,3,Jamaica,JAM,2948277,America,63.01985872
47397,7,10,2020,5405,446,Mexico,MEX,127575529,America,47.83284105
47402,7,10,2020,0,0,Montserrat,MSF,4991,America,0.0
47411,7,10,2020,94,2,Nicaragua,NIC,6545503,America,2.91803395
47420,7,10,2020,683,10,Panama,PAN,4246440,America,219.4308644
47422,7,10,2020,932,19,Paraguay,PRY,7044639,America,153.5777774
47423,7,10,2020,2930,80,Peru,PER,32510462,America,173.4303253
47427,7,10,2020,432,1,Puerto_Rico,PRI,2933404,America,311.6174929
47432,7,10,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,0.0
47433,7,10,2020,0,0,Saint_Lucia,LCA,182795,America,0.0
47434,7,10,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
47443,7,10,2020,0,0,Sint_Maarten,SXM,42389,America,217.037439
47453,7,10,2020,11,0,Suriname,SUR,581363,America,35.43397155
47462,7,10,2020,79,1,Trinidad_and_Tobago,TTO,1394969,America,58.78266829
47465,7,10,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,60.21888255
47471,7,10,2020,43062,717,United_States_of_America,USA,329064917,America,183.9570154
47472,7,10,2020,0,0,United_States_Virgin_Islands,VIR,104579,America,41.11724151
47473,7,10,2020,22,1,Uruguay,URY,3461731,America,7.01960955
47475,7,10,2020,679,7,Venezuela,VEN,28515829,America,39.77790721
47486,8,10,2020,0,0,Anguilla,AIA,14872,America,0.0
47487,8,10,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,11.32677753
47488,8,10,2020,16447,399,Argentina,ARG,44780675,America,393.2566894
47490,8,10,2020,14,0,Aruba,ABW,106310,America,364.0297244
47494,8,10,2020,154,2,Bahamas,BHS,389486,America,281.1397586
47497,8,10,2020,3,0,Barbados,BRB,287021,America,4.87769188
47500,8,10,2020,67,0,Belize,BLZ,390351,America,154.7325356
47502,8,10,2020,1,0,Bermuda,BMU,62508,America,1.59979523
47504,8,10,2020,238,36,Bolivia,BOL,11513102,America,49.64778389
47505,8,10,2020,4,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,292.4989416
47508,8,10,2020,31553,734,Brazil,BRA,211049519,America,178.0667408
47509,8,10,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
47516,8,10,2020,1800,11,Canada,CAN,37411038,America,67.81421034
47518,8,10,2020,0,0,Cayman_Islands,CYM,64948,America,4.61907988
47521,8,10,2020,1134,20,Chile,CHL,18952035,America,129.4689462
47523,8,10,2020,7875,163,Colombia,COL,50339443,America,185.57019
47526,8,10,2020,1355,20,Costa_Rica,CRI,5047561,America,305.8506871
47529,8,10,2020,15,0,Cuba,CUB,11333484,America,5.54110281
47530,8,10,2020,14,0,Curasao,CUW,163423,America,107.0840702
47536,8,10,2020,0,0,Dominica,DMA,71808,America,9.74821747
47537,8,10,2020,777,10,Dominican_Republic,DOM,10738957,America,59.69853497
47538,8,10,2020,1475,41,Ecuador,ECU,17373657,America,78.50390968
47540,8,10,2020,105,4,El_Salvador,SLV,6453550,America,29.25521612
47546,8,10,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
47559,8,10,2020,0,0,Greenland,GRL,56660,America,0.0
47560,8,10,2020,0,0,Grenada,GRD,112002,America,0.0
47562,8,10,2020,834,25,Guatemala,GTM,17581476,America,46.99264157
47566,8,10,2020,104,3,Guyana,GUY,782775,America,96.70722749
47567,8,10,2020,0,0,Haiti,HTI,11263079,America,1.70468484
47569,8,10,2020,354,19,Honduras,HND,9746115,America,85.58281941
47580,8,10,2020,82,3,Jamaica,JAM,2948277,America,61.66313409
47606,8,10,2020,5175,369,Mexico,MEX,127575529,America,47.58200924
47611,8,10,2020,0,0,Montserrat,MSF,4991,America,0.0
47620,8,10,2020,0,0,Nicaragua,NIC,6545503,America,2.91803395
47629,8,10,2020,698,8,Panama,PAN,4246440,America,219.2424713
47631,8,10,2020,788,23,Paraguay,PRY,7044639,America,154.216561
47632,8,10,2020,2733,95,Peru,PER,32510462,America,162.9229385
47636,8,10,2020,31,9,Puerto_Rico,PRI,2933404,America,310.7993307
47641,8,10,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,0.0
47642,8,10,2020,1,0,Saint_Lucia,LCA,182795,America,0.54706092
47643,8,10,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
47652,8,10,2020,3,0,Sint_Maarten,SXM,42389,America,172.2144896
47662,8,10,2020,14,0,Suriname,SUR,581363,America,34.40191412
47671,8,10,2020,41,1,Trinidad_and_Tobago,TTO,1394969,America,53.83632181
47674,8,10,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,49.74603341
47680,8,10,2020,48182,892,United_States_of_America,USA,329064917,America,187.0725101
47681,8,10,2020,1,0,United_States_Virgin_Islands,VIR,104579,America,30.5988774
47682,8,10,2020,29,0,Uruguay,URY,3461731,America,7.51069335
47684,8,10,2020,608,6,Venezuela,VEN,28515829,America,38.45232765
47695,9,10,2020,0,0,Anguilla,AIA,14872,America,0.0
47696,9,10,2020,3,0,Antigua_and_Barbuda,ATG,97115,America,13.38619163
47697,9,10,2020,15454,484,Argentina,ARG,44780675,America,397.6938713
47699,9,10,2020,25,0,Aruba,ABW,106310,America,354.6232716
47703,9,10,2020,0,0,Bahamas,BHS,389486,America,260.3431189
47706,9,10,2020,0,0,Barbados,BRB,287021,America,4.87769188
47709,9,10,2020,63,0,Belize,BLZ,390351,America,157.5505122
47711,9,10,2020,2,0,Bermuda,BMU,62508,America,4.79938568
47713,9,10,2020,263,36,Bolivia,BOL,11513102,America,46.47748278
47714,9,10,2020,2,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,265.5582496
47717,9,10,2020,27750,729,Brazil,BRA,211049519,America,175.6658825
47718,9,10,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
47725,9,10,2020,2436,16,Canada,CAN,37411038,America,70.74115399
47727,9,10,2020,1,0,Cayman_Islands,CYM,64948,America,6.15877317
47730,9,10,2020,1576,77,Chile,CHL,18952035,America,128.6510921
47732,9,10,2020,8496,151,Colombia,COL,50339443,America,189.4260133
47735,9,10,2020,1331,16,Costa_Rica,CRI,5047561,America,304.4836902
47738,9,10,2020,19,0,Cuba,CUB,11333484,America,5.35581115
47739,9,10,2020,29,0,Curasao,CUW,163423,America,116.2627048
47745,9,10,2020,0,0,Dominica,DMA,71808,America,9.74821747
47746,9,10,2020,724,4,Dominican_Republic,DOM,10738957,America,62.85526611
47747,9,10,2020,1514,398,Ecuador,ECU,17373657,America,80.00042823
47749,9,10,2020,0,4,El_Salvador,SLV,6453550,America,25.42786528
47755,9,10,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
47768,9,10,2020,1,0,Greenland,GRL,56660,America,1.76491352
47769,9,10,2020,0,0,Grenada,GRD,112002,America,0.0
47771,9,10,2020,776,12,Guatemala,GTM,17581476,America,48.61366588
47775,9,10,2020,37,3,Guyana,GUY,782775,America,95.81297308
47776,9,10,2020,16,1,Haiti,HTI,11263079,America,1.84674191
47778,9,10,2020,656,11,Honduras,HND,9746115,America,86.99876823
47789,9,10,2020,82,2,Jamaica,JAM,2948277,America,57.93214138
47815,9,10,2020,4936,3013,Mexico,MEX,127575529,America,47.40956238
47820,9,10,2020,0,0,Montserrat,MSF,4991,America,0.0
47829,9,10,2020,0,0,Nicaragua,NIC,6545503,America,2.91803395
47838,9,10,2020,754,15,Panama,PAN,4246440,America,219.6663558
47840,9,10,2020,881,23,Paraguay,PRY,7044639,America,154.8979302
47841,9,10,2020,2952,89,Peru,PER,32510462,America,152.8246507
47845,9,10,2020,526,10,Puerto_Rico,PRI,2933404,America,288.1294223
47850,9,10,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,0.0
47851,9,10,2020,0,0,Saint_Lucia,LCA,182795,America,0.54706092
47852,9,10,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
47861,9,10,2020,9,0,Sint_Maarten,SXM,42389,America,188.7282078
47871,9,10,2020,25,0,Suriname,SUR,581363,America,36.98205768
47880,9,10,2020,76,2,Trinidad_and_Tobago,TTO,1394969,America,52.18753965
47883,9,10,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,41.89139655
47889,9,10,2020,56800,972,United_States_of_America,USA,329064917,America,190.8975912
47890,9,10,2020,2,0,United_States_Virgin_Islands,VIR,104579,America,26.77401773
47891,9,10,2020,20,0,Uruguay,URY,3461731,America,7.71290432
47893,9,10,2020,615,7,Venezuela,VEN,28515829,America,37.21792552
47904,10,10,2020,0,0,Anguilla,AIA,14872,America,0.0
47905,10,10,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,13.38619163
47906,10,10,2020,15099,515,Argentina,ARG,44780675,America,402.4794177
47908,10,10,2020,34,1,Aruba,ABW,106310,America,346.157464
47912,10,10,2020,242,4,Bahamas,BHS,389486,America,299.1121632
47915,10,10,2020,1,0,Barbados,BRB,287021,America,4.87769188
47918,10,10,2020,0,0,Belize,BLZ,390351,America,144.7415275
47920,10,10,2020,0,0,Bermuda,BMU,62508,America,4.79938568
47922,10,10,2020,257,34,Bolivia,BOL,11513102,America,43.46352529
47923,10,10,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,238.6175576
47926,10,10,2020,27444,682,Brazil,BRA,211049519,America,173.5493176
47927,10,10,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
47934,10,10,2020,2558,28,Canada,CAN,37411038,America,73.93807143
47936,10,10,2020,0,0,Cayman_Islands,CYM,64948,America,6.15877317
47939,10,10,2020,1753,53,Chile,CHL,18952035,America,126.1131061
47941,10,10,2020,8121,164,Colombia,COL,50339443,America,190.6715575
47944,10,10,2020,1225,15,Costa_Rica,CRI,5047561,America,301.8685658
47947,10,10,2020,26,0,Cuba,CUB,11333484,America,5.23228338
47948,10,10,2020,0,0,Curasao,CUW,163423,America,107.6959792
47954,10,10,2020,0,0,Dominica,DMA,71808,America,9.74821747
47955,10,10,2020,585,2,Dominican_Republic,DOM,10738957,America,63.87957415
47956,10,10,2020,803,34,Ecuador,ECU,17373657,America,76.97285609
47958,10,10,2020,109,0,El_Salvador,SLV,6453550,America,23.80085379
47964,10,10,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
47977,10,10,2020,1,0,Greenland,GRL,56660,America,3.52982704
47978,10,10,2020,0,0,Grenada,GRD,112002,America,0.0
47980,10,10,2020,455,9,Guatemala,GTM,17581476,America,45.82664163
47984,10,10,2020,29,2,Guyana,GUY,782775,America,82.91015937
47985,10,10,2020,0,0,Haiti,HTI,11263079,America,1.50935637
47987,10,10,2020,880,15,Honduras,HND,9746115,America,89.38946442
47998,10,10,2020,90,4,Jamaica,JAM,2948277,America,56.40582618
48024,10,10,2020,5009,411,Mexico,MEX,127575529,America,47.35469292
48029,10,10,2020,0,0,Montserrat,MSF,4991,America,0.0
48038,10,10,2020,0,0,Nicaragua,NIC,6545503,America,2.91803395
48047,10,10,2020,787,11,Panama,PAN,4246440,America,221.5973851
48049,10,10,2020,959,33,Paraguay,PRY,7044639,America,156.8426714
48050,10,10,2020,4741,60,Peru,PER,32510462,America,150.016324
48054,10,10,2020,598,5,Puerto_Rico,PRI,2933404,America,272.2775315
48059,10,10,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,0.0
48060,10,10,2020,0,0,Saint_Lucia,LCA,182795,America,0.54706092
48061,10,10,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
48070,10,10,2020,5,0,Sint_Maarten,SXM,42389,America,179.2917974
48080,10,10,2020,14,0,Suriname,SUR,581363,America,34.57392369
48089,10,10,2020,58,3,Trinidad_and_Tobago,TTO,1394969,America,53.33451854
48092,10,10,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,39.27318427
48098,10,10,2020,58082,1014,United_States_of_America,USA,329064917,America,191.8302339
48099,10,10,2020,1,0,United_States_Virgin_Islands,VIR,104579,America,10.51836411
48100,10,10,2020,25,0,Uruguay,URY,3461731,America,8.20398812
48102,10,10,2020,677,6,Venezuela,VEN,28515829,America,36.55162892
48113,11,10,2020,0,0,Anguilla,AIA,14872,America,0.0
48114,11,10,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,10.29707048
48115,11,10,2020,12428,356,Argentina,ARG,44780675,America,405.1122499
48117,11,10,2020,21,0,Aruba,ABW,106310,America,334.8697206
48121,11,10,2020,68,0,Bahamas,BHS,389486,America,316.5710706
48124,11,10,2020,2,0,Barbados,BRB,287021,America,5.574505
48127,11,10,2020,54,1,Belize,BLZ,390351,America,154.2201762
48129,11,10,2020,0,0,Bermuda,BMU,62508,America,4.79938568
48131,11,10,2020,237,30,Bolivia,BOL,11513102,America,42.30831969
48132,11,10,2020,0,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,238.6175576
48135,11,10,2020,26749,559,Brazil,BRA,211049519,America,172.7774608
48136,11,10,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
48143,11,10,2020,0,0,Canada,CAN,37411038,America,70.69036684
48145,11,10,2020,7,0,Cayman_Islands,CYM,64948,America,16.93662622
48148,11,10,2020,1826,52,Chile,CHL,18952035,America,124.6093098
48150,11,10,2020,8447,165,Colombia,COL,50339443,America,192.1137665
48153,11,10,2020,1386,21,Costa_Rica,CRI,5047561,America,304.8997328
48156,11,10,2020,5,0,Cuba,CUB,11333484,America,4.72934889
48157,11,10,2020,66,0,Curasao,CUW,163423,America,143.1866996
48163,11,10,2020,1,0,Dominica,DMA,71808,America,11.14081996
48164,11,10,2020,557,2,Dominican_Republic,DOM,10738957,America,65.71401673
48165,11,10,2020,980,13,Ecuador,ECU,17373657,America,73.94528394
48167,11,10,2020,0,6,El_Salvador,SLV,6453550,America,23.80085379
48173,11,10,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
48186,11,10,2020,0,0,Greenland,GRL,56660,America,3.52982704
48187,11,10,2020,0,0,Grenada,GRD,112002,America,0.0
48189,11,10,2020,609,9,Guatemala,GTM,17581476,America,44.60376364
48193,11,10,2020,47,2,Guyana,GUY,782775,America,86.87042892
48194,11,10,2020,6,0,Haiti,HTI,11263079,America,1.21636366
48196,11,10,2020,594,12,Honduras,HND,9746115,America,88.21976757
48207,11,10,2020,196,6,Jamaica,JAM,2948277,America,58.67833993
48233,11,10,2020,2435,135,Mexico,MEX,127575529,America,47.27630798
48238,11,10,2020,0,0,Montserrat,MSF,4991,America,0.0
48247,11,10,2020,0,0,Nicaragua,NIC,6545503,America,2.91803395
48256,11,10,2020,825,8,Panama,PAN,4246440,America,225.0826575
48258,11,10,2020,703,20,Paraguay,PRY,7044639,America,156.9420378
48259,11,10,2020,2733,65,Peru,PER,32510462,America,141.3268135
48263,11,10,2020,472,8,Puerto_Rico,PRI,2933404,America,271.0502883
48268,11,10,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,0.0
48269,11,10,2020,1,0,Saint_Lucia,LCA,182795,America,1.09412183
48270,11,10,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
48279,11,10,2020,4,0,Sint_Maarten,SXM,42389,America,174.5735922
48289,11,10,2020,17,1,Suriname,SUR,581363,America,35.0899524
48298,11,10,2020,22,1,Trinidad_and_Tobago,TTO,1394969,America,52.40259819
48301,11,10,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,36.65497199
48307,11,10,2020,54271,590,United_States_of_America,USA,329064917,America,194.5357791
48308,11,10,2020,0,0,United_States_Virgin_Islands,VIR,104579,America,7.64971935
48309,11,10,2020,17,1,Uruguay,URY,3461731,America,7.79956617
48311,11,10,2020,757,7,Venezuela,VEN,28515829,America,36.8672431
48322,12,10,2020,0,0,Anguilla,AIA,14872,America,0.0
48323,12,10,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,10.29707048
48324,12,10,2020,10310,287,Argentina,ARG,44780675,America,408.3926828
48326,12,10,2020,6,0,Aruba,ABW,106310,America,329.2258489
48330,12,10,2020,55,1,Bahamas,BHS,389486,America,330.6922457
48333,12,10,2020,2,0,Barbados,BRB,287021,America,6.27131813
48336,12,10,2020,0,0,Belize,BLZ,390351,America,146.7909651
48338,12,10,2020,0,0,Bermuda,BMU,62508,America,4.79938568
48340,12,10,2020,111,16,Bolivia,BOL,11513102,America,40.58853991
48341,12,10,2020,1,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,242.4662279
48344,12,10,2020,12345,290,Brazil,BRA,211049519,America,171.8426091
48345,12,10,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
48352,12,10,2020,0,0,Canada,CAN,37411038,America,66.80381336
48354,12,10,2020,0,0,Cayman_Islands,CYM,64948,America,16.93662622
48357,12,10,2020,1776,46,Chile,CHL,18952035,America,123.8389439
48359,12,10,2020,8569,174,Colombia,COL,50339443,America,195.1948495
48362,12,10,2020,0,0,Costa_Rica,CRI,5047561,America,304.8997328
48365,12,10,2020,30,0,Cuba,CUB,11333484,America,4.59699771
48366,12,10,2020,12,0,Curasao,CUW,163423,America,136.4557009
48372,12,10,2020,0,0,Dominica,DMA,71808,America,11.14081996
48373,12,10,2020,463,6,Dominican_Republic,DOM,10738957,America,66.03062104
48374,12,10,2020,205,3,Ecuador,ECU,17373657,America,70.71625738
48376,12,10,2020,245,7,El_Salvador,SLV,6453550,America,24.26571422
48382,12,10,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
48395,12,10,2020,0,0,Greenland,GRL,56660,America,3.52982704
48396,12,10,2020,0,0,Grenada,GRD,112002,America,0.0
48398,12,10,2020,171,19,Guatemala,GTM,17581476,America,43.35813444
48402,12,10,2020,64,1,Guyana,GUY,782775,America,89.04218965
48403,12,10,2020,22,0,Haiti,HTI,11263079,America,1.41169213
48405,12,10,2020,935,8,Honduras,HND,9746115,America,92.05719407
48416,12,10,2020,159,1,Jamaica,JAM,2948277,America,58.50874935
48442,12,10,2020,1750,0,Mexico,MEX,127575529,America,47.3147166
48447,12,10,2020,0,0,Montserrat,MSF,4991,America,0.0
48456,12,10,2020,0,0,Nicaragua,NIC,6545503,America,2.91803395
48465,12,10,2020,647,9,Panama,PAN,4246440,America,229.792485
48467,12,10,2020,697,12,Paraguay,PRY,7044639,America,156.0193503
48468,12,10,2020,3283,82,Peru,PER,32510462,America,135.5532874
48472,12,10,2020,307,2,Puerto_Rico,PRI,2933404,America,251.141677
48477,12,10,2020,0,0,Saint_Kitts_and_Nevis,KNA,52834,America,0.0
48478,12,10,2020,0,0,Saint_Lucia,LCA,182795,America,1.09412183
48479,12,10,2020,0,0,Saint_Vincent_and_the_Grenadines,VCT,110593,America,0.0
48488,12,10,2020,3,0,Sint_Maarten,SXM,42389,America,155.7007714
48498,12,10,2020,16,0,Suriname,SUR,581363,America,37.15406725
48507,12,10,2020,58,0,Trinidad_and_Tobago,TTO,1394969,America,52.97608764
48510,12,10,2020,0,0,Turks_and_Caicos_islands,TCA,38194,America,34.0367597
48516,12,10,2020,43597,394,United_States_of_America,USA,329064917,America,196.769077
48517,12,10,2020,0,0,United_States_Virgin_Islands,VIR,104579,America,7.64971935
48518,12,10,2020,26,0,Uruguay,URY,3461731,America,8.26176268
48520,12,10,2020,684,6,Venezuela,VEN,28515829,America,36.63228588
48531,13,10,2020,0,0,Anguilla,AIA,14872,America,0.0
48532,13,10,2020,0,0,Antigua_and_Barbuda,ATG,97115,America,10.29707048
48533,13,10,2020,9524,318,Argentina,ARG,44780675,America,403.2945015
48535,13,10,2020,3,0,Aruba,ABW,106310,America,305.7097169
48539,13,10,2020,85,1,Bahamas,BHS,389486,America,340.1919453
48542,13,10,2020,0,0,Barbados,BRB,287021,America,6.27131813
48545,13,10,2020,142,2,Belize,BLZ,390351,America,173.689833
48547,13,10,2020,0,0,Bermuda,BMU,62508,America,4.79938568
48549,13,10,2020,121,18,Bolivia,BOL,11513102,America,38.10441356
48550,13,10,2020,2,0,"Bonaire, Saint Eustatius and Saba",BES,25983,America,169.3414925
48553,13,10,2020,8426,201,Brazil,BRA,211049519,America,169.6019028
48554,13,10,2020,0,0,British_Virgin_Islands,VGB,30033,America,0.0
48561,13,10,2020,4722,42,Canada,CAN,37411038,America,73.60929146
48563,13,10,2020,0,0,Cayman_Islands,CYM,64948,America,15.39693293
48566,13,10,2020,1517,61,Chile,CHL,18952035,America,122.503995
48568,13,10,2020,7767,151,Colombia,COL,50339443,America,200.3995157
48571,13,10,2020,1784,32,Costa_Rica,CRI,5047561,America,307.257307
48574,13,10,2020,22,0,Cuba,CUB,11333484,America,4.56170406
48575,13,10,2020,2,0,Curasao,CUW,163423,America,135.2318829
48581,13,10,2020,0,0,Dominica,DMA,71808,America,11.14081996
48582,13,10,2020,366,6,Dominican_Republic,DOM,10738957,America,66.83144369
48583,13,10,2020,282,27,Ecuador,ECU,17373657,America,71.08463117
48585,13,10,2020,0,0,El_Salvador,SLV,6453550,America,21.49204701
48591,13,10,2020,0,0,Falkland_Islands_(Malvinas),FLK,3372,America,0.0
48604,13,10,2020,0,0,Greenland,GRL,56660,America,3.52982704
48605,13,10,2020,1,0,Grenada,GRD,112002,America,0.8928412
48607,13,10,2020,111,3,Guatemala,GTM,17581476,America,43.01686616
48611,13,10,2020,52,1,Guyana,GUY,782775,America,93.76896298
48612,13,10,2020,0,0,Haiti,HTI,11263079,America,1.26075649
48614,13,10,2020,332,9,Honduras,HND,9746115,America,91.0721862
